Drug,Experiment,Rank,Score,Source,Path
HEB5161,Baseline,3,0.3140,DFS,HEB5161 -[is_associated_with]-> GEE09255 -[experiments_transferred]-> GEE09148 -[candidate_for]-> DM06
HEB5161,Baseline,4,0.2877,DFS,HEB5161 -[is_associated_with]-> GEE19441 -[textmining]-> GEE16181 -[candidate_for]-> DM06
HEB5161,Baseline,5,0.2877,DFS,HEB5161 -[is_associated_with]-> GEE16371 -[textmining]-> GEE16181 -[candidate_for]-> DM06
HEB5161,Baseline,6,0.2877,DFS,HEB5161 -[is_associated_with]-> GEE09507 -[coexpression]-> GEE12307 -[candidate_for]-> DM06
HEB5161,Baseline,7,0.2497,DFS,HEB5161 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB5161,Baseline,8,0.2466,DFS,HEB5161 -[is_associated_with]-> GEE16922 -[textmining]-> GEE16641 -[candidate_for]-> DM06
HEB5161,Baseline,9,0.2399,DFS,HEB5161 -[includes]-> INT05811 -[acts_on]-> GEE15482 -[candidate_for]-> DM06
HEB5161,Baseline,10,0.2381,DFS,HEB5161 -[is_associated_with]-> GEE13708 -[covaries]-> GEE04369 -[candidate_for]-> DM06
HEB5161,Exp1_NoDistinction,1,1.0000,Rule,HEB5161 -[includes]-> INT32808 -[treats]-> TS0802 -[is_affected_by]-> GEE16894 -[is_associated_with]-> DM06
HEB5161,Exp1_NoDistinction,2,1.0000,Rule,HEB5161 -[includes]-> INT32808 -[treats]-> TS0802 -[is_affected_by]-> GEE16415 -[is_associated_with]-> DM06
HEB5161,Exp1_NoDistinction,3,1.0000,Rule,HEB5161 -[includes]-> INT32808 -[treats]-> TS0802 -[is_affected_by]-> GEE14365 -[is_associated_with]-> DM06
HEB5161,Exp1_NoDistinction,4,1.0000,Rule,HEB5161 -[includes]-> INT32808 -[treats]-> TS0802 -[is_affected_by]-> GEE13879 -[is_associated_with]-> DM06
HEB5161,Exp1_NoDistinction,5,1.0000,Rule,HEB5161 -[includes]-> INT32808 -[treats]-> TS0802 -[is_affected_by]-> GEE11820 -[is_associated_with]-> DM06
HEB5161,Exp1_NoDistinction,6,1.0000,Rule,HEB5161 -[includes]-> INT32808 -[treats]-> TS0802 -[is_affected_by]-> GEE11808 -[is_associated_with]-> DM06
HEB5161,Exp1_NoDistinction,7,1.0000,Rule,HEB5161 -[includes]-> INT32808 -[treats]-> TS0802 -[is_affected_by]-> GEE11652 -[is_associated_with]-> DM06
HEB5161,Exp1_NoDistinction,8,1.0000,Rule,HEB5161 -[includes]-> INT32807 -[treats]-> TS1567 -[is_affected_by]-> GEE20214 -[is_associated_with]-> DM06
HEB5161,Exp1_NoDistinction,9,1.0000,Rule,HEB5161 -[includes]-> INT32807 -[treats]-> TS1567 -[is_affected_by]-> GEE20213 -[is_associated_with]-> DM06
HEB5161,Exp1_NoDistinction,10,1.0000,Rule,HEB5161 -[includes]-> INT32807 -[treats]-> TS1567 -[is_affected_by]-> GEE20212 -[is_associated_with]-> DM06
HEB5161,Exp1_StrongDistinction,1,0.0148,DFS,HEB5161 -[is_associated_with]-> GEE18577 -[textmining]-> GEE16912 -[candidate_for]-> DM06
HEB5161,Exp1_StrongDistinction,2,0.0136,DFS,HEB5161 -[is_associated_with]-> GEE03969 -[experiments_transferred]-> GEE00736 -[candidate_for]-> DM06
HEB5161,Exp1_StrongDistinction,3,0.0126,DFS,HEB5161 -[is_associated_with]-> GEE09255 -[experiments_transferred]-> GEE09148 -[candidate_for]-> DM06
HEB5161,Exp1_StrongDistinction,4,0.0115,DFS,HEB5161 -[is_associated_with]-> GEE19441 -[textmining]-> GEE16181 -[candidate_for]-> DM06
HEB5161,Exp1_StrongDistinction,5,0.0115,DFS,HEB5161 -[is_associated_with]-> GEE16371 -[textmining]-> GEE16181 -[candidate_for]-> DM06
HEB5161,Exp1_StrongDistinction,6,0.0115,DFS,HEB5161 -[is_associated_with]-> GEE09507 -[coexpression]-> GEE12307 -[candidate_for]-> DM06
HEB5161,Exp1_StrongDistinction,7,0.0100,DFS,HEB5161 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB5161,Exp1_StrongDistinction,8,0.0099,DFS,HEB5161 -[is_associated_with]-> GEE16922 -[textmining]-> GEE16641 -[candidate_for]-> DM06
HEB5161,Exp1_StrongDistinction,9,0.0096,DFS,HEB5161 -[includes]-> INT05811 -[acts_on]-> GEE15482 -[candidate_for]-> DM06
HEB5161,Exp1_StrongDistinction,10,0.0095,DFS,HEB5161 -[is_associated_with]-> GEE13708 -[covaries]-> GEE04369 -[candidate_for]-> DM06
HEB5161,Exp2_NoDecay,1,0.4110,DFS,HEB5161 -[is_associated_with]-> GEE18577 -[textmining]-> GEE16912 -[candidate_for]-> DM06
HEB5161,Exp2_NoDecay,2,0.3784,DFS,HEB5161 -[is_associated_with]-> GEE03969 -[experiments_transferred]-> GEE00736 -[candidate_for]-> DM06
HEB5161,Exp2_NoDecay,3,0.3488,DFS,HEB5161 -[is_associated_with]-> GEE09255 -[experiments_transferred]-> GEE09148 -[candidate_for]-> DM06
HEB5161,Exp2_NoDecay,4,0.3196,DFS,HEB5161 -[is_associated_with]-> GEE19441 -[textmining]-> GEE16181 -[candidate_for]-> DM06
HEB5161,Exp2_NoDecay,5,0.3196,DFS,HEB5161 -[is_associated_with]-> GEE16371 -[textmining]-> GEE16181 -[candidate_for]-> DM06
HEB5161,Exp2_NoDecay,6,0.3196,DFS,HEB5161 -[is_associated_with]-> GEE09507 -[coexpression]-> GEE12307 -[candidate_for]-> DM06
HEB5161,Exp2_NoDecay,7,0.2775,DFS,HEB5161 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB5161,Exp2_NoDecay,8,0.2740,DFS,HEB5161 -[is_associated_with]-> GEE16922 -[textmining]-> GEE16641 -[candidate_for]-> DM06
HEB5161,Exp2_NoDecay,9,0.2665,DFS,HEB5161 -[includes]-> INT05811 -[acts_on]-> GEE15482 -[candidate_for]-> DM06
HEB5161,Exp2_NoDecay,10,0.2646,DFS,HEB5161 -[is_associated_with]-> GEE13708 -[covaries]-> GEE04369 -[candidate_for]-> DM06
HEB5161,Exp2_StrongDecay,1,0.2055,DFS,HEB5161 -[is_associated_with]-> GEE18577 -[textmining]-> GEE16912 -[candidate_for]-> DM06
HEB5161,Exp2_StrongDecay,2,0.1892,DFS,HEB5161 -[is_associated_with]-> GEE03969 -[experiments_transferred]-> GEE00736 -[candidate_for]-> DM06
HEB5161,Exp2_StrongDecay,3,0.1744,DFS,HEB5161 -[is_associated_with]-> GEE09255 -[experiments_transferred]-> GEE09148 -[candidate_for]-> DM06
HEB5161,Exp2_StrongDecay,4,0.1598,DFS,HEB5161 -[is_associated_with]-> GEE19441 -[textmining]-> GEE16181 -[candidate_for]-> DM06
HEB5161,Exp2_StrongDecay,5,0.1598,DFS,HEB5161 -[is_associated_with]-> GEE16371 -[textmining]-> GEE16181 -[candidate_for]-> DM06
HEB5161,Exp2_StrongDecay,6,0.1598,DFS,HEB5161 -[is_associated_with]-> GEE09507 -[coexpression]-> GEE12307 -[candidate_for]-> DM06
HEB5161,Exp2_StrongDecay,7,0.1387,DFS,HEB5161 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB5161,Exp2_StrongDecay,8,0.1370,DFS,HEB5161 -[is_associated_with]-> GEE16922 -[textmining]-> GEE16641 -[candidate_for]-> DM06
HEB5161,Exp2_StrongDecay,9,0.1333,DFS,HEB5161 -[includes]-> INT05811 -[acts_on]-> GEE15482 -[candidate_for]-> DM06
HEB5161,Exp2_StrongDecay,10,0.1323,DFS,HEB5161 -[is_associated_with]-> GEE13708 -[covaries]-> GEE04369 -[candidate_for]-> DM06
HEB5161,Exp3_NoBonus,1,0.3699,DFS,HEB5161 -[is_associated_with]-> GEE18577 -[textmining]-> GEE16912 -[candidate_for]-> DM06
HEB5161,Exp3_NoBonus,2,0.2877,DFS,HEB5161 -[is_associated_with]-> GEE19441 -[textmining]-> GEE16181 -[candidate_for]-> DM06
HEB5161,Exp3_NoBonus,3,0.2877,DFS,HEB5161 -[is_associated_with]-> GEE16371 -[textmining]-> GEE16181 -[candidate_for]-> DM06
HEB5161,Exp3_NoBonus,4,0.2877,DFS,HEB5161 -[is_associated_with]-> GEE09507 -[coexpression]-> GEE12307 -[candidate_for]-> DM06
HEB5161,Exp3_NoBonus,5,0.2466,DFS,HEB5161 -[is_associated_with]-> GEE16922 -[textmining]-> GEE16641 -[candidate_for]-> DM06
HEB5161,Exp3_NoBonus,6,0.2381,DFS,HEB5161 -[is_associated_with]-> GEE13708 -[covaries]-> GEE04369 -[candidate_for]-> DM06
HEB5161,Exp3_NoBonus,7,0.2381,DFS,HEB5161 -[is_associated_with]-> GEE02976 -[covaries]-> GEE04369 -[candidate_for]-> DM06
HEB5161,Exp3_NoBonus,8,0.2354,DFS,HEB5161 -[is_associated_with]-> GEE18784 -[homology]-> GEE18291 -[candidate_for]-> DM06
HEB5161,Exp3_NoBonus,9,0.2354,DFS,HEB5161 -[is_associated_with]-> GEE18070 -[homology]-> GEE18291 -[candidate_for]-> DM06
HEB5161,Exp3_NoBonus,10,0.2354,DFS,HEB5161 -[is_associated_with]-> GEE14670 -[homology]-> GEE18291 -[candidate_for]-> DM06
HEB5161,Exp3_HighBonus,1,0.9461,DFS,HEB5161 -[is_associated_with]-> GEE03969 -[experiments_transferred]-> GEE00736 -[candidate_for]-> DM06
HEB5161,Exp3_HighBonus,2,0.8721,DFS,HEB5161 -[is_associated_with]-> GEE09255 -[experiments_transferred]-> GEE09148 -[candidate_for]-> DM06
HEB5161,Exp3_HighBonus,3,0.6937,DFS,HEB5161 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB5161,Exp3_HighBonus,4,0.6663,DFS,HEB5161 -[includes]-> INT05811 -[acts_on]-> GEE15482 -[candidate_for]-> DM06
HEB5161,Exp3_HighBonus,5,0.4409,Rule,HEB5161 -[includes]-> INT06897 -[regulates]-> GEE00157 -[experiments]-> GEE13568 -[is_associated_with]-> DM06
HEB5161,Exp3_HighBonus,6,0.4273,Rule,HEB5161 -[includes]-> INT08511 -[acts_on]-> GEE21092 -[is_associated_with]-> DM06
HEB5161,Exp3_HighBonus,7,0.4210,Rule,HEB5161 -[includes]-> INT08442 -[acts_on]-> GEE04772 -[textmining]-> GEE14022 -[is_associated_with]-> DM06
HEB5161,Exp3_HighBonus,8,0.4210,Rule,HEB5161 -[includes]-> INT08442 -[acts_on]-> GEE04772 -[textmining]-> GEE13767 -[is_associated_with]-> DM06
HEB5161,Exp3_HighBonus,9,0.4210,Rule,HEB5161 -[includes]-> INT08442 -[acts_on]-> GEE04772 -[database]-> GEE14022 -[is_associated_with]-> DM06
HEB5161,Exp3_HighBonus,10,0.4183,Rule,HEB5161 -[includes]-> INT06897 -[regulates]-> GEE02326 -[interacts]-> GEE11508 -[is_associated_with]-> DM06
HEB5161,Exp4_NoISI,1,0.3699,DFS,HEB5161 -[is_associated_with]-> GEE18577 -[textmining]-> GEE16912 -[candidate_for]-> DM06
HEB5161,Exp4_NoISI,2,0.3406,DFS,HEB5161 -[is_associated_with]-> GEE03969 -[experiments_transferred]-> GEE00736 -[candidate_for]-> DM06
HEB5161,Exp4_NoISI,3,0.3140,DFS,HEB5161 -[is_associated_with]-> GEE09255 -[experiments_transferred]-> GEE09148 -[candidate_for]-> DM06
HEB5161,Exp4_NoISI,4,0.2931,DFS,HEB5161 -[includes]-> INT05811 -[acts_on]-> GEE15482 -[candidate_for]-> DM06
HEB5161,Exp4_NoISI,5,0.2877,DFS,HEB5161 -[is_associated_with]-> GEE19441 -[textmining]-> GEE16181 -[candidate_for]-> DM06
HEB5161,Exp4_NoISI,6,0.2877,DFS,HEB5161 -[is_associated_with]-> GEE16371 -[textmining]-> GEE16181 -[candidate_for]-> DM06
HEB5161,Exp4_NoISI,7,0.2877,DFS,HEB5161 -[is_associated_with]-> GEE09507 -[coexpression]-> GEE12307 -[candidate_for]-> DM06
HEB5161,Exp4_NoISI,8,0.2497,DFS,HEB5161 -[is_associated_with]-> GEE04090 -[experiments]-> GEE09016 -[candidate_for]-> DM06
HEB5161,Exp4_NoISI,9,0.2466,DFS,HEB5161 -[is_associated_with]-> GEE16922 -[textmining]-> GEE16641 -[candidate_for]-> DM06
HEB5161,Exp4_NoISI,10,0.2381,DFS,HEB5161 -[is_associated_with]-> GEE13708 -[covaries]-> GEE04369 -[candidate_for]-> DM06
DCP12738,Baseline,1,0.0828,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14022 -[is_associated_with]-> DM06
DCP12738,Baseline,2,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE15585 -[textmining]-> GEE11025 -[is_associated_with]-> DM06
DCP12738,Baseline,3,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14710 -[textmining]-> GEE08031 -[is_associated_with]-> DM06
DCP12738,Baseline,4,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14062 -[database]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Baseline,5,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13142 -[textmining]-> GEE13767 -[is_associated_with]-> DM06
DCP12738,Baseline,6,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Baseline,7,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP12738,Baseline,8,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE10085 -[is_associated_with]-> DM06
DCP12738,Baseline,9,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE09599 -[is_associated_with]-> DM06
DCP12738,Baseline,10,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[database]-> GEE10085 -[is_associated_with]-> DM06
DCP12738,Exp1_NoDistinction,1,0.9720,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14022 -[is_associated_with]-> DM06
DCP12738,Exp1_NoDistinction,2,0.7873,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE15842 -[covaries]-> GEE16623 -[is_associated_with]-> DM06
DCP12738,Exp1_NoDistinction,3,0.7873,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE15585 -[textmining]-> GEE11025 -[is_associated_with]-> DM06
DCP12738,Exp1_NoDistinction,4,0.7873,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14710 -[textmining]-> GEE08031 -[is_associated_with]-> DM06
DCP12738,Exp1_NoDistinction,5,0.7873,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14062 -[database]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Exp1_NoDistinction,6,0.7873,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13142 -[textmining]-> GEE13767 -[is_associated_with]-> DM06
DCP12738,Exp1_NoDistinction,7,0.7873,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Exp1_NoDistinction,8,0.7873,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP12738,Exp1_NoDistinction,9,0.7873,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE10085 -[is_associated_with]-> DM06
DCP12738,Exp1_NoDistinction,10,0.7873,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE09599 -[is_associated_with]-> DM06
DCP12738,Exp1_StrongDistinction,1,0.0000,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14022 -[is_associated_with]-> DM06
DCP12738,Exp1_StrongDistinction,2,0.0000,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE15585 -[textmining]-> GEE11025 -[is_associated_with]-> DM06
DCP12738,Exp1_StrongDistinction,3,0.0000,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14710 -[textmining]-> GEE08031 -[is_associated_with]-> DM06
DCP12738,Exp1_StrongDistinction,4,0.0000,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14062 -[database]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Exp1_StrongDistinction,5,0.0000,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13142 -[textmining]-> GEE13767 -[is_associated_with]-> DM06
DCP12738,Exp1_StrongDistinction,6,0.0000,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Exp1_StrongDistinction,7,0.0000,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP12738,Exp1_StrongDistinction,8,0.0000,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE10085 -[is_associated_with]-> DM06
DCP12738,Exp1_StrongDistinction,9,0.0000,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE09599 -[is_associated_with]-> DM06
DCP12738,Exp1_StrongDistinction,10,0.0000,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[database]-> GEE10085 -[is_associated_with]-> DM06
DCP12738,Exp2_NoDecay,1,0.1200,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE15585 -[textmining]-> GEE11025 -[is_associated_with]-> DM06
DCP12738,Exp2_NoDecay,2,0.1200,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14710 -[textmining]-> GEE08031 -[is_associated_with]-> DM06
DCP12738,Exp2_NoDecay,3,0.1200,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14062 -[database]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Exp2_NoDecay,4,0.1200,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13142 -[textmining]-> GEE13767 -[is_associated_with]-> DM06
DCP12738,Exp2_NoDecay,5,0.1200,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Exp2_NoDecay,6,0.1200,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP12738,Exp2_NoDecay,7,0.1200,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE10085 -[is_associated_with]-> DM06
DCP12738,Exp2_NoDecay,8,0.1200,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE09599 -[is_associated_with]-> DM06
DCP12738,Exp2_NoDecay,9,0.1200,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[database]-> GEE10085 -[is_associated_with]-> DM06
DCP12738,Exp2_NoDecay,10,0.1200,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[database]-> GEE09599 -[is_associated_with]-> DM06
DCP12738,Exp2_StrongDecay,1,0.0255,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14022 -[is_associated_with]-> DM06
DCP12738,Exp2_StrongDecay,2,0.0075,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE15585 -[textmining]-> GEE11025 -[is_associated_with]-> DM06
DCP12738,Exp2_StrongDecay,3,0.0075,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14710 -[textmining]-> GEE08031 -[is_associated_with]-> DM06
DCP12738,Exp2_StrongDecay,4,0.0075,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14062 -[database]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Exp2_StrongDecay,5,0.0075,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13142 -[textmining]-> GEE13767 -[is_associated_with]-> DM06
DCP12738,Exp2_StrongDecay,6,0.0075,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Exp2_StrongDecay,7,0.0075,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP12738,Exp2_StrongDecay,8,0.0075,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE10085 -[is_associated_with]-> DM06
DCP12738,Exp2_StrongDecay,9,0.0075,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE09599 -[is_associated_with]-> DM06
DCP12738,Exp2_StrongDecay,10,0.0075,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[database]-> GEE10085 -[is_associated_with]-> DM06
DCP12738,Exp3_NoBonus,1,0.0828,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14022 -[is_associated_with]-> DM06
DCP12738,Exp3_NoBonus,2,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE15585 -[textmining]-> GEE11025 -[is_associated_with]-> DM06
DCP12738,Exp3_NoBonus,3,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14710 -[textmining]-> GEE08031 -[is_associated_with]-> DM06
DCP12738,Exp3_NoBonus,4,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14062 -[database]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Exp3_NoBonus,5,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13142 -[textmining]-> GEE13767 -[is_associated_with]-> DM06
DCP12738,Exp3_NoBonus,6,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Exp3_NoBonus,7,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP12738,Exp3_NoBonus,8,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE10085 -[is_associated_with]-> DM06
DCP12738,Exp3_NoBonus,9,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE09599 -[is_associated_with]-> DM06
DCP12738,Exp3_NoBonus,10,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[database]-> GEE10085 -[is_associated_with]-> DM06
DCP12738,Exp3_HighBonus,1,0.0828,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14022 -[is_associated_with]-> DM06
DCP12738,Exp3_HighBonus,2,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE15585 -[textmining]-> GEE11025 -[is_associated_with]-> DM06
DCP12738,Exp3_HighBonus,3,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14710 -[textmining]-> GEE08031 -[is_associated_with]-> DM06
DCP12738,Exp3_HighBonus,4,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14062 -[database]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Exp3_HighBonus,5,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13142 -[textmining]-> GEE13767 -[is_associated_with]-> DM06
DCP12738,Exp3_HighBonus,6,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Exp3_HighBonus,7,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12923 -[textmining]-> GEE15632 -[is_associated_with]-> DM06
DCP12738,Exp3_HighBonus,8,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE10085 -[is_associated_with]-> DM06
DCP12738,Exp3_HighBonus,9,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[homology]-> GEE09599 -[is_associated_with]-> DM06
DCP12738,Exp3_HighBonus,10,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE12790 -[database]-> GEE10085 -[is_associated_with]-> DM06
DCP12738,Exp4_NoISI,1,0.0828,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14022 -[is_associated_with]-> DM06
DCP12738,Exp4_NoISI,2,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE15585 -[textmining]-> GEE11025 -[is_associated_with]-> DM06
DCP12738,Exp4_NoISI,3,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14710 -[textmining]-> GEE08031 -[is_associated_with]-> DM06
DCP12738,Exp4_NoISI,4,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE14062 -[database]-> GEE12618 -[is_associated_with]-> DM06
DCP12738,Exp4_NoISI,5,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13142 -[textmining]-> GEE13767 -[is_associated_with]-> DM06
DCP12738,Exp4_NoISI,6,0.0787,Rule,DCP12738 -[treats]-> DIMM00198 -[is_associated_with]-> GEE13083 -[textmining]-> GEE12618 -[is_associated_with]-> DM06
